sha256,file_identifier,aesthetic_score,captions,class
06be8857aa24e8e41441c04d1c5739bfd6c523c53aa8483fa2b00b28ca25cb57,chair/chair_046/chair_046.blend,5.877187728881836,"[""A contoured Eames Lounge Chair with smooth curves, black leather seat, backrest, headrest, and armrests, set on a polished wooden shell and supported by a metallic swivel base with four legs."", ""Eames Lounge Chair with curves, black leather, polished wooden shell, metallic swivel base."", ""Contoured Chair with black leather, polished wood and swivel base."", ""Black leather chair with polished wooden shell, metallic base."", ""Eames style chair with wooden shell and swivel base."", ""Lounge chair with black leather and curved wood."", ""Contoured chair with a metallic swivel base."", ""Black leather chair with polished wood."", ""Chair with wood shell and swivel."", ""Black leather and wooden chair."", ""Leather chair and wood.""]",chair
09afe1da7668da03339e86812e8a6caa7743ac3012f45c3796d8db54806b9632,chair/chair_030/chair_030.blend,5.991034030914307,"[""A light brown wooden rocking chair with a curved rocker base, sloped legs, cross support bars, a flat seat with horizontal slats, a backrest with vertical slats, and armrests extending from the back supported by vertical posts."", ""Light brown wooden rocking chair with curved base, slats, and armrests."", ""Brown rocking chair with slats, cross supports, and curved base."", ""Wooden rocking chair with horizontal and vertical slats."", ""Light brown rocking chair with curved base."", ""Rocking chair with wooden slats."", ""Wooden chair with curved base."", ""Slat-style rocking chair."", ""Curved wooden chair."", ""Wooden rocking chair."", ""Rocking chair.""]",chair
0f6e852e39d3fd59b4beabedac0204df3f4f9a466c8b5b74ee0051add052fde2,chair/chair_018/chair_018.blend,6.427473068237305,"[""Wooden armchair with ornate carvings, reddish-brown polished frame, curved backrest featuring detailed symmetrical patterns, curved armrests, worn red cushion with patches, and intricate front legs."", ""Ornate wooden armchair with polished reddish frame, curved backrest, armrests, detailed patterns, and worn red cushion with patches."", ""Reddish-brown armchair with curved backrest, armrests, intricate carvings, symmetrical patterns, and patched red cushion."", ""Ornate wooden armchair with curved frame, backrest and armrests, detailed patterns, and worn cushion."", ""Wooden armchair with reddish frame, curved features, carvings, patterns, and worn cushion."", ""Ornate armchair with curved frame, detailed carvings, and worn red cushion."", ""Wooden armchair with red polished frame, carvings, and patched cushion."", ""Armchair with ornate carvings, curved features, and worn cushion."", ""Carved wooden armchair with worn red cushion."", ""Ornate armchair with worn cushion."", ""Carved wooden armchair.""]",chair
109c47732b729748bb79eb7de681f1923f6bf9f4dea325b02402df2bdad75364,chair/chair_096/chair_096.blend,5.226724624633789,"[""A bright yellow chair with four straight rectangular legs, a yellow square seat with a blue tufted cushion, and a rectangular backrest featuring an \""X\"" shaped yellow middle support and a horizontal lower support bar."", ""Yellow chair, four straight legs, square seat, blue tufted cushion, X-shaped middle support."", ""Bright yellow chair with rectangular backrest, and blue square cushion."", ""Yellow chair with X-shaped backrest and tufted blue cushion."", ""Chair with blue cushion and X-shaped yellow backrest."", ""Yellow chair, blue cushion, X-shaped backrest."", ""Chair with X-shaped backrest and cushion."", ""Yellow chair with blue cushion."", ""Yellow chair, X-shaped backrest."", ""Yellow chair with cushion."", ""Yellow chair.""]",chair
126475e3f28ced45b59773a7d2c59dd75e982012e30a42dc87e0a3fd151e7fcb,cat/cat_015/cat_015.blend,5.46207857131958,"[""A simple, minimalistic, uniformly orange cat with rounded features, spherical head with triangular ears, black circular eyes, an oval snout, cylindrical body, cylindrical legs with rounded ends, and a cylindrical tail extending upwards."", ""An orange cat with rounded features, spherical head, triangular ears, black eyes, oval snout, cylindrical body, legs and tail."", ""Minimalistic orange cat with rounded attributes, black eyes, cylindrical body, legs and tail."", ""Spherical-headed cat with cylindrical body, orange color, black eyes."", ""An orange cat with round head, cylindrical body and legs."", ""Rounded orange cat with black eyes and cylindrical features."", ""Orange, round-head cat with cylindrical body."", ""Cylindrical, round-headed orange cat."", ""Orange, rounded cat with cylindrical body."", ""Cylindrical orange cat with rounded head."", ""Orange cat, cylindrical and rounded.""]",cat
13bd451f70b8ceea2811dc975fc630a8c155cab6bfeb2e66a5649a517131efcb,chair/chair_043/chair_043.blend,5.274468421936035,"[""A wooden chair with a natural light tan color, four horizontal backrest slats, a flat square seat, four straight legs with square cross-sections, and three horizontal braces for added stability."", ""A light tan wooden chair with four backrest slats, flat seat, straight legs, and three braces."", ""Natural tan wooden chair with four slats, flat seat, and reinforced legs."", ""Sturdy, light tan wooden chair with four backrest slats and legs."", ""Four-slat, tan wooden chair with square seat and reinforced legs."", ""A tan chair with slatted back, square seat, and bracing."", ""Wooden chair with four slats, flat seat, and braces."", ""Light tan chair, four slats, square seat, bracing."", ""Tan wooden chair, slatted backrest, braced legs."", ""Tan chair with slats and braces."", ""Tan chair, slats, braces.""]",chair
14509ea08cb6387024560d603de0f5fb3509b0c19cd46bcbe7bd172a2b91c4ee,violin/violin_016/violin_016.blend,5.143186569213867,"[""A reddish-brown violin with an arched top, curved back, slim neck, spiraled scroll, black fingerboard, four metallic strings, black tuning pegs, tailpiece, and chin rest; lacks F-holes for a modern, stylized appearance."", ""A reddish-brown violin, slim neck, spiraled scroll, without F-holes for modern look."", ""Reddish violin with slim neck, spiraled scroll, sans F-holes."", ""A modern, reddish violin without F-holes."", ""A slim-necked violin, reddish-brown, sans F-holes."", ""Arched modern violin in reddish-brown."", ""Reddish violin in modern style."", ""Slim-necked, reddish violin."", ""Modern reddish violin."", ""Stylized reddish violin."", ""Reddish violin.""]",violin
1554450b9147ec6d77a41a3d56ff0781729a1b74af00a49828ddca74d49a17cd,deer_moose/deer_moose_011/deer_moose_011.blend,4.588314056396484,"[""A standing deer with symmetrical, branched antlers; elongated golden yellow body; small light gray eyes, nose, and hooves; slightly angular head with a narrow snout; slender legs; and a short neck."", ""A standing deer with golden body, gray eyes, nose, hooves, narrow snout, slender legs, and short neck."", ""A yellow deer standing, with symmetrical antlers, gray eyes and nose, slender legs."", ""A standing deer with golden body, gray features, narrow snout, and slender legs."", ""Golden deer standing, gray eyes and nose, short neck, slender legs."", ""Deer with golden body, symmetrical antlers, gray eyes, nose, slender legs."", ""Standing deer, golden body, gray eyes, nose, narrow snout."", ""Deer with golden body, symmetrical antlers, gray facial features."", ""Golden standing deer with gray facial features."", ""Golden deer, gray eyes, nose, slender legs."", ""Golden deer, gray features.""]",deer_moose
15b2478afe5e0e075db25b38fec0e991fe3f84ae696f01052d9f5e3c30a37cd0,cat/cat_016/cat_016.blend,6.981494903564453,"[""A whimsical, dark gray robotic creature with a cuboid body, hexagonal head, conical ears, party hat, spikes, rocket-like rear appendages, spherical legs, and a rainbow patch on its side."", ""Dark gray robot with cuboid body, hexagonal head, conical ears, party hat, spikes, rocket appendages, spherical legs, rainbow patch."", ""Cuboid body robot with hexagonal head, conical ears, hat, spikes, rocket appendages, spherical legs, rainbow patch."", ""Gray robot with hexagonal head, conical ears, hat, spikes, appendages, spherical legs, rainbow detail."", ""Robot with cuboid body, hexagonal head, conical ears, hat, spikes, rocket-like appendages, rainbow patch."", ""Robot with hexagonal head, spikes, rocket appendages, rainbow patch, spherical legs."", ""Hexagonal head robot with conical ears, party hat, rocket appendages, rainbow patch."", ""Cuboid robot with party hat, rocket appendages, rainbow patch."", ""Hexagonal head robot with rocket appendages, rainbow patch."", ""Robot with rocket appendages, rainbow patch."", ""Rocket robot with rainbow patch.""]",cat
15c5bf3dbc0afacbaf7134718ab27ecc2c2e398717b6a5ee92908c41e1d2bf03,chair/chair_207/chair_207.blend,5.282900810241699,"[""Modern, minimalist chair with a white curved tubular metal frame, light pink square cushioned seat, gray rectangular fabric backrest, gray cylindrical padded armrests, and a white cantilever base."", ""Modern chair with white tubular metal frame and pink cushioned seat."", ""Contemporary chair with a white metal frame and pink cushioning."", ""Chair with white metallic frame and pink cushioned seating."", ""Modern, minimalist chair with pink cushioned seat."", ""Chair with tubular metal frame and pink seat."", ""Modern chair with white frame and pink seat."", ""Chair with white frame and pink cushion."", ""White-framed chair with pink seat."", ""White chair with pink seat."", ""White chair, pink seat.""]",chair
15f3d540064117850483f2ff0bd29f6255f120065e59957d82b266222671812c,chair/chair_057/chair_057.blend,4.633452415466309,"[""A sleek, minimalist, cantilever chair with a continuous silver metal frame, black fabric seat and backrest, creating a floating appearance with no back legs, tubular structure from front legs to backrest and armrests."", ""Sleek cantilever chair with silver metal frame and black fabric seat, no back legs."", ""Minimalist cantilever chair with silver frame, black seat, no back legs."", ""Black fabric, silver frame, no back legs chair."", ""Sleek silver-framed chair, black seat, floating appearance."", ""Minimalist chair, metal frame, no back legs."", ""Silver-framed chair, black fabric seat."", ""Black seat, no back legs."", ""Metal frame floating chair."", ""Black minimalist chair."", ""Chair, no legs.""]",chair
1607e0602ac7e786903fd6d6b037409c647fdde64648277bcdf2683f8aeb399d,chair/chair_201/chair_201.blend,5.1599626541137695,"[""A medium-height office chair with a light gray padded seat and curved backrest, a black plastic frame, centrally supported, extending into five black legs with caster wheels, and an adjustable height lever."", ""Medium-height office chair with gray padded seat, curved backrest, black frame, five-legged base, and height adjuster."", ""Office chair with gray padding, curved backrest, black framed, five legs, adjustable height."", ""Gray padded office chair with a curved back, black frame, five-leg base, adjuster."", ""Medium-height chair, gray padding, curved back, black frame, five legs, adjustable."", ""Office chair: gray cushion, curved back, black frame, five-leg support, adjustable."", ""Gray seat, curved back chair with black frame and height adjuster."", ""Gray Chair with curved back, black five-leg base, adjustable."", ""Office chair with curved back, five legs, adjustable."", ""Gray office chair, curved back, adjustable."", ""Chair, curved back, adjustable.""]",chair
17ad70c4c3eb3932791a49c27147e29b65101961354d4de5938e6b057c1e6075,cat/cat_068/cat_068.blend,5.072721004486084,"[""A 3D model of a sitting cat with a slender, medium-sized body, white fur, large dark patches, a long tail curving around the back legs, green eyes, and a small dark spot on the forehead."", ""A sitting, slender, medium-sized cat with white fur, dark patches, long tail, green eyes, and forehead spot."", ""A sitting cat, medium in size, with white fur and dark patches, long tail, green eyes and a dark forehead spot."", ""White cat with large dark patches, green eyes, a small dark spot on the forehead, sitting position and long tail."", ""A white, patched cat with green eyes and a forehead spot, sitting with a wrapped-around tail."", ""White, medium-sized cat with darker patches, long tail and a forehead spot in a sitting pose."", ""White cat featuring dark patches, green eyes, a forehead spot, sitting with a long tail."", ""Sitting white cat with dark patches, long tail, green eyes and a forehead spot."", ""White cat with dark patches, wrapping tail, green eyes and a tiny forehead spot."", ""White and patched sitting cat with a forehead spot."", ""Sitting patchy white cat.""]",cat
18f36b418b951535fbdf4a179f4c0eee82ab30f7ea07630af0e0a257ae7b1912,elephant/elephant_022/elephant_022.blend,5.590297698974609,"[""A 3D model of a beige, stylized elephant with ornate carvings and patterns on the forehead, sides, back, and top, with large curved ears, a downward trunk, short rounded legs, and a small tail."", ""A 3D beige, stylized elephant with ornate carvings and large curved ears."", ""Stylized 3D elephant model in beige with intricate carvings."", ""Beige 3D elephant model with ornate, stylized carvings."", ""Beige, carved 3D elephant model with stylization."", ""3D stylized elephant with ornate carvings."", ""Elephant 3D model with notable carvings."", ""Stylized, carved 3D elephant."", ""Carved 3D elephant model."", ""3D Elephant with carvings."", ""Carved 3D Elephant.""]",elephant
1992d0e786c639b62701b30f258f00e9f6a26a1fc18f4f9b9400d5974a2f3186,chair/chair_080/chair_080.blend,6.710335731506348,"[""A traditional dark brown wooden rocking chair with curved rockers, turned front legs, simpler back legs, a flat oval seat, curved armrests with supports, a backrest with five tapered vertical spindles, polished finish, shows fine woodworking craftsmanship."", ""Dark brown wooden rocking chair with curved armrests and spindle backrest."", ""Traditional wooden rocking chair, dark brown, with curved armrests."", ""Rocking chair with spindle backrest and curved armrests."", ""Dark brown rocking chair, curved armrests, spindle backrest."", ""Traditional dark brown rocking chair with spindles."", ""Rocking chair with curved armrests, spindles."", ""Dark brown rocking chair with spindles."", ""Rocking chair, dark brown, spindles."", ""Brown rocking chair, spindles."", ""Rocking chair, spindles.""]",chair
19cdc9295774802ec4a2ecd4523fc9c577d3daa92439c8c57c53de037a777de9,hammer/hammer_081/hammer_081.blend,5.322390556335449,"[""A white cuboid head with beveled edges and a cylindrical handle extending downward from its center, flaring slightly at the base; overall appearance resembles a stylized hammer or mallet."", ""White cuboid head with beveled edges, cylindrical handle, resembles a hammer."", ""Beveled cuboid head, cylindrical handle, stylized hammer appearance."", ""Cuboid head, cylindrical handle mimicking a hammer."", ""Stylized hammer with beveled cuboid head."", ""White cuboid mallet with cylindrical handle."", ""Hammer shape with cylindrical handle."", ""Cuboid head, hammer-like handle."", ""Stylized cuboid hammer."", ""Cuboid hammer."", ""Hammer.""]",hammer
19ee78d731da865147d34d4a6e2dbe36a92c052743da989aa6e3fbed01351e8a,candy/candy_036/candy_036.blend,5.9002604484558105,"[""Octagonal cylinder with a flat white top and sides featuring 12 alternating vertical stripes of orange and light gray; height is approximately one-third of the diameter."", ""Octagonal cylinder with white top and striped orange-gray sides, one-third as tall as wide."", ""Octagonal cylinder, white top, orange-gray striped sides."", ""Cylinder with white top, orange-gray stripes."", ""White-topped cylinder with striped sides."", ""Octagonal cylinder with striped sides."", ""White top, orange-gray cylinder."", ""Striped octagonal cylinder."", ""Cylinder with stripes."", ""Striped cylinder."", ""Cylinder.""]",candy
19ff6450ae59cac9d6178d5ad5cbdf589c25d96ebf106523cc93657667291ba9,chair/chair_209/chair_209.blend,5.152329444885254,"[""A white swivel chair with a tall, rectangular backrest, five-star grey base with small round casters, a centrally located height adjustment cylinder, and a black back."", ""White swivel chair with tall rectangular back, grey five-star base, and black back."", ""White rotating chair with a high backrest, grey base, and black back."", ""White chair with black back, tall backrest, and grey base."", ""White chair with tall back, black rear, and base."", ""White and black chair with a grey base."", ""White chair with tall back and grey base."", ""White chair, black back, grey five-star base."", ""White chair with tall back."", ""White chair, grey base."", ""White chair.""]",chair
1ac9487f5b1e494758d2eba1008ce867d918c55b02f317d8a15dcd94c4d53335,chair/chair_100/chair_100.blend,5.083008289337158,"[""Modern, minimalist natural wood folding chair with cylindrical legs forming an \""X\"" shape, a flat rectangular seat with rounded corners, a curved ergonomic backrest with a cutout, and smooth edges featuring visible dowel joints."", ""Modern minimalist natural wood folding chair with cylindrical \""X\"" legs and curved backrest."", ""Natural wood folding chair with cylindrical legs forming \""X\"", ergonomic backrest."", ""Minimalist wood chair with \""X\"" shaped cylindrical legs and curved backrest."", ""Modern chair with \""X\"" shaped wooden legs and curated backrest."", ""Folding chair with wooden cylindrical \""X\"" legs and backrest."", ""Natural wood chair with \""X\"" legs and backrest."", ""Folding chair with \""X\"" shaped legs and backrest."", ""Wood chair with \""X\"" legs and curved backrest."", ""\""X\"" legged wood chair with curved backrest."", ""Wood chair with \""X\"" legs.""]",chair
1aecfa79b5103e0fdeafd7695f8d12ffe8ea2b39b73fbabb8962fb04965f3ec1,candy/candy_005/candy_005.blend,5.653756141662598,"[""A coral rectangular cushion with rounded edges, featuring two parallel cyan stripes running longitudinally on the top and sides. The cushion is uniformly padded, soft, and designed for comfort, with a vibrant and playful appearance."", ""Coral rectangular cushion with rounded edges, two cyan stripes on top."", ""Coral cushion with parallel cyan stripes, rounded edges."", ""Vibrant coral cushion with cyan stripes."", ""Cushion with coral cover and cyan stripes."", ""Rounded cushion with striped design."", ""Coral cushion with cyan stripes."", ""Striped cushion with rounded sides."", ""Cyan-striped coral cushion."", ""Rounded striped cushion."", ""Striped cushion.""]",candy
1b1ca6385f1470ff286b5c6a6230ffdbedfe80d22ed10967f1c6f0cc48135349,chair/chair_138/chair_138.blend,4.679239273071289,"[""A chair with a dark gray metal frame and legs, slightly outward-angled legs, a rectangular flat seat and backrest of woven synthetic wicker in beige, brown, and black hues, with rounded metal armrests integrated into the frame."", ""Dark gray metal chair with outward-angled legs and woven synthetic wicker seat."", ""Metal chair with outward legs and multicolored wicker seat."", ""Multicolored wicker seat on dark gray metal chair."", ""Dark gray chair with woven wicker seat."", ""Outward-angled metal chair with wicker seat."", ""Chair with multicolored wicker seat."", ""Gray metal chair with wicker."", ""Wicker seat metal chair."", ""Outward-angled wicker chair."", ""Wicker chair.""]",chair
